non_rep_region,Chr1_12182672to12182837_rep,Chr1_14238921to14239123_rep,Chr1_2016002to2016172_rep,Chr1_2091099to2091248_rep,Chr1_23322609to23322806_rep,Chr1_23894440to23894587_rep,Chr1_24100765to24100954_rep,Chr1_28271859to28272029_rep,Chr1_3066055to3066202_rep,Chr1_5204225to5204423_rep,Chr1_5765791to5765959_rep,Chr1_5836502to5836677_rep,Chr1_64068to64219_rep,Chr1_6790140to6790299_rep,Chr1_9330907to9331063_rep,Chr2_10545616to10545792_rep,Chr2_12712864to12713105_rep,Chr2_12882948to12883095_rep,Chr2_13638683to13638830_rep,Chr2_15370733to15370908_rep,Chr2_15447691to15447860_rep,Chr2_290127to290309_rep,Chr2_3301964to3302121_rep,Chr2_3323404to3323556_rep,Chr2_3489441to3489610_rep,Chr2_55050to55251_rep,Chr2_6356020to6356173_rep,Chr2_7347236to7347435_rep,Chr2_758623to758877_rep,Chr2_8165695to8166006_rep,Chr2_9149568to9149729_rep,Chr3_13632988to13633232_rep,Chr3_195224to195407_rep,Chr3_19903000to19903156_rep,Chr3_21215530to21215737_rep,Chr3_21525499to21525646_rep,Chr3_21803123to21803405_rep,Chr3_23239291to23239493_rep,Chr3_600681to600828_rep,Chr3_9179031to9179270_rep,Chr3_9995992to9996182_rep,Chr4_10131979to10132148_rep,Chr4_14043269to14043513_rep,Chr4_15466532to15466707_rep,Chr4_16832443to16832607_rep,Chr4_17047495to17047651_rep,Chr4_3059742to3059990_rep,Chr4_3655478to3655846_rep,Chr4_4006156to4006351_rep,Chr4_4825212to4825364_rep,Chr5_12873812to12873964_rep,Chr5_15295768to15295949_rep,Chr5_18069842to18070023_rep,Chr5_20892029to20892263_rep,Chr5_21768615to21768763_rep,Chr5_22566190to22566463_rep,Chr5_23719504to23719705_rep,Chr5_24211461to24211669_rep,Chr5_26352081to26352243_rep,Chr5_26415421to26415580_rep,Chr5_26899591to26899836_rep,Chr5_2941514to2941751_rep,Chr5_5543607to5543846_rep,Chr5_5820873to5821025_rep,Chr5_8867626to8867833_rep,Chr5_9038209to9038356_rep,acr_label
Chr1_5944624to5946770_pos,4.322051525115967,4.804030418395996,0.0,7.347233772277832,0.0,4.787610530853272,4.543254375457764,4.929656505584717,4.378430366516113,4.292628765106201,4.113387584686279,4.113387584686279,5.768197536468506,4.787610530853272,0.0,5.159257411956787,0.0,0.0,5.159257411956787,14.66998815536499,0.0,9.83890962600708,0.0,0.0,8.71221399307251,0.0,0.0,0.0,0.0,5.383533477783203,5.159257411956787,4.929656505584717,0.0,3.868576765060425,4.942048072814941,4.187121391296387,4.3817458152771,4.6182379722595215,4.187121391296387,0.0,5.626723289489746,0.0,4.942048072814941,0.0,5.07882833480835,16.506674766540527,18.44694805145264,4.867207050323486,9.479262351989746,0.0,9.240338802337646,0.0,4.598826408386231,9.484301567077637,9.81080961227417,8.703797340393066,0.0,4.785372734069824,4.338296413421631,5.995023250579834,4.867207050323486,4.699748516082764,4.6182379722595215,0.0,4.30891752243042,4.596933841705322,1
Chr1_5951243to5951621_pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.099963665008545,0.0,0.0,4.261017799377441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324113845825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458864688873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_5954961to5955867_pos,0.0,0.0,0.0,0.0,4.460573196411133,4.787610530853272,0.0,0.0,4.378430366516113,0.0,0.0,0.0,0.0,4.787610530853272,0.0,0.0,4.460573196411133,0.0,0.0,9.644551277160645,0.0,5.646410942077637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.383533477783203,0.0,4.8281569480896,0.0,3.868576765060425,4.942048072814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30891752243042,0.0,1
Chr1_5960568to5960980_neg,0.0,0.0,0.0,0.0,0.0,0.0,4.543254375457764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.346202373504639,0.0,0.0,0.0,0.0,3.868576765060425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758156299591064,0.0,0.0,4.688156127929688,9.35290813446045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821695327758789,0.0,0.0,0.0,0.0,0.0,0
Chr1_5981823to5982152_pos,0.0,0.0,0.0,5.287054538726807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.768197536468506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_5996767to5997779_pos,0.0,0.0,10.631173133850098,5.287054538726807,0.0,4.787610530853272,5.5091233253479,0.0,0.0,4.292628765106201,0.0,0.0,0.0,4.787610530853272,0.0,5.159257411956787,5.099963665008545,0.0,5.159257411956787,5.025436878204346,0.0,4.192498683929443,0.0,0.0,0.0,4.918585300445557,0.0,0.0,0.0,0.0,5.159257411956787,4.735687732696533,0.0,3.868576765060425,0.0,0.0,4.735687732696533,0.0,0.0,0.0,0.0,5.5091233253479,0.0,0.0,5.07882833480835,0.0,5.025436878204346,0.0,0.0,0.0,5.025436878204346,0.0,0.0,5.025436878204346,5.025436878204346,0.0,4.603709697723389,4.735687732696533,0.0,0.0,0.0,0.0,0.0,0.0,4.30891752243042,0.0,1
Chr1_6008189to6008797_pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.598826408386231,0.0,0.0,0.0,0.0,0.0,0.0,4.8281569480896,0.0,0.0,0.0,5.076720714569092,4.3817458152771,0.0,0.0,0.0,5.626723289489746,0.0,0.0,0.0,0.0,5.54116153717041,0.0,0.0,0.0,0.0,4.462584018707275,4.904300689697266,4.598826408386231,0.0,0.0,4.3817458152771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_602191to602734_pos,0.0,0.0,0.0,0.0,4.460573196411133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,4.460573196411133,0.0,5.159257411956787,9.286454677581789,4.914653778076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,5.025436878204346,0.0,0.0,0.0,5.025436878204346,0.0,0.0,9.940090656280518,5.025436878204346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_6027327to6027789_pos,0.0,0.0,0.0,0.0,0.0,0.0,4.543254375457764,4.929656505584717,0.0,0.0,0.0,0.0,0.0,0.0,5.169612407684326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.918585300445557,0.0,0.0,0.0,0.0,0.0,10.099268913269045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169612407684326,0.0,5.066147327423096,0.0,0.0,4.543254375457764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338296413421631,0.0,0.0,4.699748516082764,0.0,0.0,0.0,0.0,1
Chr1_6033837to6034507_pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,5.159257411956787,9.286454677581789,0.0,4.192498683929443,0.0,0.0,4.598826408386231,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,6.449953079223633,0.0,4.187121391296387,0.0,0.0,4.187121391296387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.325801849365234,0.0,0.0,4.688156127929688,5.025436878204346,0.0,4.598826408386231,5.025436878204346,5.025436878204346,0.0,0.0,0.0,0.0,0.0,0.0,4.699748516082764,0.0,0.0,0.0,0.0,1
Chr1_6037240to6037623_pos,0.0,0.0,0.0,0.0,4.460573196411133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.460573196411133,4.78123664855957,0.0,0.0,0.0,0.0,4.78123664855957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.699748516082764,0.0,0.0,0.0,0.0,1
Chr1_6038611to6039377_pos,0.0,0.0,5.140818119049072,0.0,4.460573196411133,4.787610530853272,10.052377700805664,0.0,4.378430366516113,0.0,0.0,5.706791400909424,0.0,4.787610530853272,0.0,0.0,9.560536861419678,0.0,0.0,4.261017799377441,0.0,0.0,0.0,5.33210563659668,0.0,0.0,0.0,5.33210563659668,0.0,0.0,0.0,0.0,0.0,6.449953079223633,5.33210563659668,0.0,0.0,0.0,0.0,0.0,0.0,5.5091233253479,0.0,0.0,0.0,9.865275382995604,10.10884714126587,0.0,4.861024379730225,4.688156127929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.596933841705322,1
Chr1_6054175to6054428_neg,0.0,4.804030418395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462584018707275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chr1_6058392to6058672_pos,0.0,4.804030418395996,0.0,0.0,0.0,0.0,4.543254375457764,0.0,0.0,0.0,4.113387584686279,4.113387584686279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.261017799377441,0.0,0.0,0.0,0.0,4.113387584686279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07882833480835,4.324113845825195,4.543254375457764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338296413421631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_6069412to6070453_neg,0.0,4.804030418395996,0.0,0.0,4.460573196411133,0.0,4.543254375457764,0.0,0.0,4.292628765106201,0.0,5.706791400909424,0.0,0.0,0.0,0.0,4.460573196411133,0.0,0.0,4.261017799377441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868576765060425,0.0,5.076720714569092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.758156299591064,4.371486663818359,0.0,0.0,4.214901924133301,0.0,0.0,0.0,4.785372734069824,0.0,4.603709697723389,4.785372734069824,4.338296413421631,0.0,0.0,0.0,0.0,5.009554862976074,0.0,4.596933841705322,0
Chr1_6071932to6072315_pos,4.322051525115967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.113387584686279,4.113387584686279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33210563659668,4.113387584686279,0.0,0.0,5.33210563659668,0.0,0.0,0.0,0.0,0.0,0.0,5.33210563659668,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,0.0,0.0,0.0,5.07882833480835,0.0,0.0,0.0,4.6182379722595215,4.688156127929688,0.0,0.0,0.0,0.0,0.0,4.322051525115967,0.0,0.0,0.0,0.0,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,1
Chr1_6100465to6101030_pos,4.322051525115967,0.0,0.0,0.0,0.0,4.787610530853272,4.543254375457764,0.0,0.0,0.0,4.113387584686279,4.113387584686279,0.0,4.787610530853272,0.0,0.0,0.0,4.330639839172363,0.0,0.0,0.0,4.192498683929443,0.0,5.33210563659668,4.113387584686279,0.0,0.0,5.33210563659668,0.0,0.0,0.0,0.0,0.0,0.0,5.33210563659668,4.187121391296387,4.3817458152771,0.0,4.187121391296387,0.0,0.0,0.0,0.0,0.0,0.0,4.324113845825195,13.058521270751951,4.371486663818359,0.0,4.688156127929688,13.815492153167725,0.0,0.0,0.0,0.0,8.703797340393066,4.603709697723389,0.0,0.0,0.0,3.821695327758789,0.0,0.0,5.009554862976074,4.30891752243042,0.0,1
Chr1_6119150to6119402_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324113845825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458864688873291,0.0,0.0,4.603709697723389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chr1_6127487to6127682_pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6182379722595215,0.0,5.138006210327148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.995023250579834,0.0,0.0,4.6182379722595215,0.0,4.30891752243042,0.0,1
Chr1_6128060to6129033_neg,4.322051525115967,0.0,0.0,5.287054538726807,0.0,0.0,4.543254375457764,0.0,4.378430366516113,0.0,4.113387584686279,4.113387584686279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.644551277160645,4.914653778076172,0.0,0.0,0.0,4.113387584686279,0.0,0.0,0.0,0.0,5.383533477783203,0.0,0.0,0.0,0.0,0.0,4.187121391296387,0.0,0.0,4.187121391296387,5.847801208496094,5.626723289489746,0.0,0.0,0.0,0.0,4.324113845825195,4.543254375457764,4.371486663818359,0.0,4.688156127929688,4.462584018707275,4.904300689697266,0.0,4.914653778076172,4.785372734069824,4.322051525115967,0.0,4.785372734069824,4.338296413421631,0.0,0.0,4.699748516082764,0.0,0.0,0.0,4.596933841705322,0
Chr1_6135248to6135761_pos,4.322051525115967,0.0,0.0,0.0,0.0,4.787610530853272,5.5091233253479,0.0,0.0,4.292628765106201,0.0,0.0,0.0,4.787610530853272,0.0,0.0,0.0,4.330639839172363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.918585300445557,5.643692970275879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187121391296387,4.3817458152771,0.0,4.187121391296387,0.0,0.0,5.5091233253479,0.0,0.0,0.0,4.324113845825195,4.214901924133301,0.0,0.0,0.0,4.214901924133301,0.0,0.0,0.0,0.0,8.703797340393066,0.0,0.0,0.0,0.0,3.821695327758789,0.0,0.0,0.0,0.0,0.0,1
Chr1_6139114to6140354_pos,0.0,4.804030418395996,5.140818119049072,0.0,4.460573196411133,0.0,4.543254375457764,0.0,0.0,4.292628765106201,4.113387584686279,4.113387584686279,0.0,0.0,0.0,5.159257411956787,4.460573196411133,4.330639839172363,5.159257411956787,4.261017799377441,4.914653778076172,4.192498683929443,0.0,0.0,8.71221399307251,4.918585300445557,0.0,0.0,5.346202373504639,0.0,5.159257411956787,4.735687732696533,0.0,3.868576765060425,0.0,4.187121391296387,9.117433547973633,4.6182379722595215,4.187121391296387,0.0,0.0,0.0,0.0,5.066147327423096,0.0,4.324113845825195,13.058521270751951,0.0,9.479262351989746,0.0,8.677485942840576,0.0,4.598826408386231,9.373518466949465,4.785372734069824,4.3817458152771,0.0,9.521060466766356,4.338296413421631,0.0,0.0,4.699748516082764,4.6182379722595215,0.0,4.30891752243042,0.0,1
Chr1_6141934to6142111_pos,0.0,4.804030418395996,5.140818119049072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,5.159257411956787,5.025436878204346,0.0,0.0,0.0,4.921737194061279,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07882833480835,0.0,9.325801849365234,0.0,0.0,0.0,5.025436878204346,0.0,0.0,5.025436878204346,5.025436878204346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_6143672to6144674_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.261017799377441,0.0,0.0,0.0,0.0,0.0,4.918585300445557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187121391296387,4.3817458152771,0.0,4.187121391296387,0.0,0.0,0.0,0.0,5.066147327423096,5.07882833480835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3817458152771,0.0,0.0,0.0,0.0,3.821695327758789,0.0,0.0,0.0,4.30891752243042,0.0,0
Chr1_6145378to6146025_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.099963665008545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868576765060425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.238693714141846,5.163288116455078,0.0,4.462584018707275,0.0,0.0,0.0,0.0,0.0,4.603709697723389,0.0,0.0,0.0,8.688902378082275,0.0,0.0,0.0,0.0,0.0,0
Chr1_6150039to6150509_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,5.159257411956787,4.261017799377441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,10.318529844284058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324113845825195,4.214901924133301,0.0,0.0,0.0,4.214901924133301,0.0,0.0,4.458864688873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chr1_6153839to6154522_pos,0.0,0.0,0.0,7.347233772277832,4.460573196411133,0.0,4.543254375457764,4.929656505584717,4.378430366516113,0.0,0.0,5.706791400909424,0.0,0.0,0.0,0.0,4.460573196411133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.346202373504639,0.0,0.0,9.66534423828125,0.0,0.0,0.0,0.0,9.117433547973633,0.0,0.0,5.847801208496094,0.0,0.0,0.0,0.0,0.0,9.865275382995604,9.01955795288086,0.0,0.0,0.0,4.214901924133301,0.0,0.0,4.458864688873291,0.0,4.3817458152771,4.603709697723389,4.735687732696533,0.0,0.0,0.0,0.0,0.0,0.0,4.30891752243042,4.596933841705322,1
Chr1_6155602to6156097_pos,0.0,0.0,5.140818119049072,0.0,0.0,0.0,0.0,0.0,4.378430366516113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,0.0,4.942048072814941,0.0,0.0,5.54116153717041,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,0.0,4.458864688873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6182379722595215,0.0,0.0,0.0,1
Chr1_6157932to6158454_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,4.78123664855957,5.159257411956787,0.0,0.0,5.646410942077637,4.78123664855957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159257411956787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458864688873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chr1_6158181to6158838_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.292628765106201,4.113387584686279,9.820178985595703,0.0,0.0,0.0,0.0,0.0,4.330639839172363,0.0,9.286454677581789,0.0,4.192498683929443,0.0,4.921737194061279,8.71221399307251,0.0,5.643692970275879,0.0,5.346202373504639,0.0,0.0,0.0,0.0,3.868576765060425,4.942048072814941,4.187121391296387,4.3817458152771,4.6182379722595215,4.187121391296387,0.0,0.0,0.0,4.942048072814941,0.0,0.0,0.0,5.025436878204346,0.0,4.6182379722595215,0.0,5.025436878204346,0.0,4.598826408386231,5.025436878204346,5.025436878204346,4.3817458152771,0.0,0.0,4.338296413421631,0.0,3.821695327758789,0.0,4.6182379722595215,0.0,0.0,0.0,0
Chr1_6176467to6177236_neg,0.0,4.804030418395996,0.0,0.0,4.460573196411133,4.787610530853272,0.0,0.0,4.378430366516113,0.0,0.0,0.0,0.0,4.787610530853272,5.169612407684326,6.707261085510254,4.460573196411133,4.330639839172363,0.0,5.025436878204346,4.914653778076172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169612407684326,0.0,0.0,0.0,4.187121391296387,0.0,0.0,4.187121391296387,5.847801208496094,5.626723289489746,5.169612407684326,0.0,0.0,5.07882833480835,6.707261085510254,5.025436878204346,0.0,0.0,0.0,5.025436878204346,0.0,0.0,9.940090656280518,5.025436878204346,0.0,0.0,0.0,4.338296413421631,0.0,3.821695327758789,0.0,0.0,0.0,0.0,0.0,0
Chr1_6207007to6207367_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chr1_6207098to6208000_neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.914653778076172,0.0,0.0,4.921737194061279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868576765060425,0.0,0.0,0.0,0.0,0.0,0.0,5.626723289489746,0.0,0.0,0.0,0.0,6.641399383544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.373518466949465,4.785372734069824,0.0,0.0,4.785372734069824,0.0,0.0,0.0,0.0,0.0,0.0,4.30891752243042,0.0,0
Chr1_621031to621505_pos,0.0,4.804030418395996,0.0,12.63428831100464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706791400909424,5.768197536468506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.646410942077637,0.0,4.921737194061279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.735687732696533,0.0,0.0,0.0,0.0,4.735687732696533,0.0,0.0,5.847801208496094,0.0,0.0,0.0,0.0,0.0,4.324113845825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.735687732696533,4.338296413421631,0.0,0.0,0.0,0.0,5.009554862976074,0.0,0.0,1
Chr1_6210433to6210822_pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706791400909424,0.0,0.0,5.169612407684326,0.0,0.0,4.78123664855957,0.0,0.0,0.0,0.0,4.78123664855957,4.921737194061279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.90530014038086,0.0,3.868576765060425,0.0,0.0,4.735687732696533,4.6182379722595215,0.0,0.0,0.0,5.169612407684326,0.0,0.0,0.0,0.0,4.214901924133301,0.0,4.6182379722595215,0.0,4.214901924133301,0.0,0.0,0.0,0.0,0.0,0.0,4.735687732696533,0.0,0.0,0.0,4.699748516082764,4.6182379722595215,0.0,0.0,0.0,1
Chr1_6218296to6218495_pos,0.0,0.0,0.0,7.347233772277832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Chr1_6220991to6222194_pos,0.0,0.0,0.0,0.0,0.0,4.787610530853272,5.5091233253479,0.0,4.378430366516113,4.292628765106201,4.113387584686279,4.113387584686279,5.768197536468506,4.787610530853272,0.0,0.0,0.0,4.330639839172363,0.0,5.025436878204346,0.0,4.192498683929443,0.0,0.0,8.71221399307251,0.0,0.0,0.0,0.0,0.0,0.0,4.735687732696533,0.0,3.868576765060425,0.0,0.0,9.117433547973633,4.6182379722595215,0.0,0.0,0.0,5.5091233253479,0.0,0.0,0.0,4.324113845825195,5.025436878204346,0.0,14.642550468444824,0.0,5.025436878204346,0.0,4.598826408386231,5.025436878204346,5.025436878204346,4.3817458152771,0.0,4.735687732696533,0.0,0.0,0.0,0.0,4.6182379722595215,0.0,4.30891752243042,4.596933841705322,1
Chr1_6233918to6234340_neg,0.0,4.804030418395996,0.0,0.0,0.0,0.0,4.543254375457764,0.0,0.0,4.292628765106201,0.0,0.0,0.0,0.0,5.169612407684326,0.0,0.0,0.0,0.0,5.383533477783203,0.0,4.192498683929443,0.0,0.0,4.598826408386231,4.918585300445557,0.0,0.0,0.0,5.383533477783203,0.0,5.169612407684326,0.0,0.0,0.0,5.076720714569092,0.0,0.0,0.0,0.0,0.0,5.169612407684326,0.0,0.0,0.0,4.324113845825195,8.843619346618652,0.0,0.0,0.0,0.0,4.904300689697266,4.598826408386231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
